"Project Code","Station ID","Sample ID","First Trigger Date","Collection_Date","Sample Type New","Collection Method","Depth","Depth Unit","Matrix","Test Number","Test Name","Storet Code","Method","Measure Date","Value","Sigfig Value","Uncertainty","MDL","PQL","RDL","Units","Remark Code","Flag","Receive Date","LIMS Number","Collection Agency","Source","Owner","Validation Level","Validator","Sampling Purpose","Data Investigation","T Depth","Upper Depth","Lower Depth","DCS(METERS)","Filtration Date","Sample Type","QC Type","Discharge","Up/Down Stream","Weather Code","Program Type","NDEC","Sample Comments","Result Comments"
"CAMB","L28I","4488","","14-AUG-1979 14:05","SAMP","G","0.00","","SW","22","KJELDAHL NITROGEN, DIS","","","","1.36","1.4","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","3","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","100","CARBON, TOTAL ORGANIC","","","","17.8","17.8","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","35","HARDNESS AS CACO3","","","","178.8","178.8","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","30","CALCIUM","","","","60.53","60.53","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","31","MAGNESIUM","","","","6.72","6.72","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","32","CHLORIDE","","","","53.1","53.1","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","33","SULFATE","","","","26.7","26.7","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","28","SODIUM","","","","32.02","32.02","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","29","POTASSIUM","","","","1.24","1.24","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","26","PHOSPHATE, DISSOLVED AS P","","","",".007","0.007","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","27","SILICA","","","","9.7","9.7","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","22","KJELDAHL NITROGEN, DIS","","","","1.15","1.2","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","","-.002","-0.002","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".019","0.019","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","19","NITRITE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","20","AMMONIA-N","","","","-.01","-0.01","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","21","KJELDAHL NITROGEN, TOTAL","","","",".89","0.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","12","TURBIDITY","","","",".7","0.7","","","","","NTU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","13","COLOR","","","","40","40","","","","","PCU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","0","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","18","NITRATE+NITRITE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","8","DISSOLVED OXYGEN","","","","6.4","6.40","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","543","543","","","","","uS/cm","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","0","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","10","PH, FIELD","","","","7.47","7.47","","","","","None","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","67","ALKALINITY, TOT, CACO3","","","","250.5","250.50","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4615","","28-AUG-1979 12:40","SAMP","G","0.00","","SW","7","Temperature","","","","29.5","29.5","","","","","Deg C","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","7","Temperature","","","","28.4","28.4","","","","","Deg C","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","22","KJELDAHL NITROGEN, DIS","","","","1.07","1.1","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".07","0.070","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","100","CARBON, TOTAL ORGANIC","","","","20.8","20.8","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","35","HARDNESS AS CACO3","","","","204.9","204.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","67","ALKALINITY, TOT, CACO3","","","","181.5","181.50","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","30","CALCIUM","","","","72.57","72.57","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","31","MAGNESIUM","","","","5.75","5.75","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","32","CHLORIDE","","","","44.7","44.7","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","33","SULFATE","","","","41.8","41.8","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","28","SODIUM","","","","25.66","25.66","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","29","POTASSIUM","","","","1.62","1.62","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","26","PHOSPHATE, DISSOLVED AS P","","","",".017","0.017","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","27","SILICA","","","","7.7","7.7","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".004","0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".026","0.026","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","19","NITRITE-N","","","",".01","0.010","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","20","AMMONIA-N","","","","-.01","-0.01","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","21","KJELDAHL NITROGEN, TOTAL","","","","1.22","1.2","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","12","TURBIDITY","","","","1","1.0","","","","","NTU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","1","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","13","COLOR","","","","95","95","","","","","PCU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","0","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","18","NITRATE+NITRITE-N","","","",".08","0.080","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","3","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","8","DISSOLVED OXYGEN","","","","3.2","3.20","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","531","531","","","","","uS/cm","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","0","",""
"CAMB","L28I","4737","","10-SEP-1979 14:46","SAMP","G","0.00","","SW","10","PH, FIELD","","","","7.25","7.25","","","","","None","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","4","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".128","0.128","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","3","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","7","Temperature","","","","28.9","28.9","","","","","Deg C","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","33","SULFATE","","","","36.9","36.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".124","0.124","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","3","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","67","ALKALINITY, TOT, CACO3","","","","163.5","163.50","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","19","NITRITE-N","","","",".008","0.008","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","3","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","28","SODIUM","","","","24.06","24.06","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","20","AMMONIA-N","","","",".02","0.02","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","31","MAGNESIUM","","","","3.1","3.10","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","21","KJELDAHL NITROGEN, TOTAL","","","","1.43","1.4","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","29","POTASSIUM","","","","1.37","1.37","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","35","HARDNESS AS CACO3","","","","188.2","188.2","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","13","COLOR","","","","140","140","","","","","PCU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","0","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","26","PHOSPHATE, DISSOLVED AS P","","","",".121","0.121","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","3","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","18","NITRATE+NITRITE-N","","","",".136","0.136","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","3","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","32","CHLORIDE","","","","37.3","37.3","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","8","DISSOLVED OXYGEN","","","","2.9","2.90","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","27","SILICA","","","","8.3","8.3","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","477","477","","","","","uS/cm","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","0","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","30","CALCIUM","","","","70.27","70.27","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","10","PH, FIELD","","","","7.2","7.20","","","","","None","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","2","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","22","KJELDAHL NITROGEN, DIS","","","","1.59","1.6","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","12","TURBIDITY","","","",".6","0.6","","","","","NTU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","1","",""
"CAMB","L28I","4862","","25-SEP-1979 16:20","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".095","0.095","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","6","MON","3","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","18","NITRATE+NITRITE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","10","PH, FIELD","","","","7.26","7.26","","","","","None","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","2","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","35","HARDNESS AS CACO3","","","","117.4","117.4","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","1","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".164","0.164","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","67","ALKALINITY, TOT, CACO3","","","","133.5","133.50","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","2","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","30","CALCIUM","","","","39.68","39.68","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","2","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","8","DISSOLVED OXYGEN","","","","2.3","2.30","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","2","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","31","MAGNESIUM","","","","4.46","4.46","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","2","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","19","NITRITE-N","","","",".004","0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","32","CHLORIDE","","","","22.9","22.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","1","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","7","Temperature","","","","27.2","27.2","","","","","Deg C","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","1","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","20","AMMONIA-N","","","",".02","0.02","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","2","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".239","0.239","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","355","355","","","","","uS/cm","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","0","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","26","PHOSPHATE, DISSOLVED AS P","","","",".203","0.203","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","3","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","13","COLOR","","","","160","160","","","","","PCU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","0","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","27","SILICA","","","","7.2","7.2","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","1","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","12","TURBIDITY","","","",".4","0.4","","","","","NTU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","1","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","21","KJELDAHL NITROGEN, TOTAL","","","","1.86","1.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","1","",""
"CAMB","L28I","4984","","08-OCT-1979 14:40","SAMP","G","0.00","","SW","22","KJELDAHL NITROGEN, DIS","","","","1.48","1.5","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","1","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","100","CARBON, TOTAL ORGANIC","","","","18","18.0","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","35","HARDNESS AS CACO3","","","","215.3","215.3","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","67","ALKALINITY, TOT, CACO3","","","","195.5","195.50","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","2","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","31","MAGNESIUM","","","","6.17","6.17","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","2","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","32","CHLORIDE","","","","42.9","42.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","30","CALCIUM","","","","76.07","76.07","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","2","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","25","PHOSPHATE, TOTAL AS P","","","",".089","0.089","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","3","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","26","PHOSPHATE, DISSOLVED AS P","","","",".083","0.083","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","3","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","27","SILICA","","","","9.9","9.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","21","KJELDAHL NITROGEN, TOTAL","","","","1.91","1.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","22","KJELDAHL NITROGEN, DIS","","","","1.88","1.9","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","23","PHOSPHATE, ORTHO AS P","","","",".057","0.057","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","3","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","19","NITRITE-N","","","",".005","0.005","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","3","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","20","AMMONIA-N","","","",".12","0.12","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","2","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","13","COLOR","","","","130","130","","","","","PCU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","0","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","18","NITRATE+NITRITE-N","","","",".023","0.023","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","3","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","8","DISSOLVED OXYGEN","","","","2.1","2.10","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","2","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","9","SP CONDUCTIVITY, FIELD","","","","626","626","","","","","uS/cm","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","0","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","10","PH, FIELD","","","","7.17","7.17","","","","","None","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","2","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","12","TURBIDITY","","","",".4","0.4","","","","","NTU","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","78","NITRATE-N","","","",".018","0.018","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","3","",""
"CAMB","L28I","5116","","22-OCT-1979 14:30","SAMP","G","0.00","","SW","7","Temperature","","","","26.3","26.3","","","","","Deg C","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","0","MON","1","",""
"CAMB","L28I","5231","","05-NOV-1979 14:20","SAMP","G","0.00","","SW","78","NITRATE-N","","","","-.004","-0.004","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","3","",""
"CAMB","L28I","5231","","05-NOV-1979 14:20","SAMP","G","0.00","","SW","21","KJELDAHL NITROGEN, TOTAL","","","","1.95","2.0","","","","","mg/L","","","","","","WMD","WMD","","","","","","","","","","19","","0","0","2","MON","1","",""
